ID da Compra,ID do Cliente,ID do Produto,Data da Compra,Valor da Compra,Nome do Produto,Preço,Nome do Cliente,Idade,Gênero
3127,Cliente-334,Produto-96,2023-8-3,76.91,Produto 96,472.18,Cliente 334,55,Masculino
1175,Cliente-334,Produto-51,2023-12-24,190.0,Produto 51,380.17,Cliente 334,55,Masculino
2403,Cliente-334,Produto-16,2023-3-26,496.54,Produto 16,181.65,Cliente 334,55,Masculino
1790,Cliente-334,Produto-64,2023-1-12,370.87,Produto 64,748.57,Cliente 334,55,Masculino
1398,Cliente-334,Produto-84,2023-7-26,23.03,Produto 84,401.08,Cliente 334,55,Masculino
3741,Cliente-334,Produto-79,2023-5-2,343.34,Produto 79,514.64,Cliente 334,55,Masculino
1866,Cliente-334,Produto-58,2023-9-16,179.75,Produto 58,723.35,Cliente 334,55,Masculino
3961,Cliente-334,Produto-62,2023-5-15,106.61,Produto 62,64.24,Cliente 334,55,Masculino
2530,Cliente-334,Produto-85,2023-5-3,322.72,Produto 85,406.92,Cliente 334,55,Masculino
4194,Cliente-334,Produto-87,2023-7-8,254.03,Produto 87,174.21,Cliente 334,55,Masculino
4346,Cliente-264,Produto-92,2023-2-6,451.97,Produto 92,793.28,Cliente 264,57,Outro
2481,Cliente-264,Produto-68,2023-2-23,445.15,Produto 68,925.57,Cliente 264,57,Outro
2130,Cliente-264,Produto-15,2023-8-28,186.35,Produto 15,677.75,Cliente 264,57,Outro
370,Cliente-264,Produto-51,2023-4-18,404.03,Produto 51,380.17,Cliente 264,57,Outro
22,Cliente-264,Produto-10,2023-8-10,300.33,Produto 10,884.52,Cliente 264,57,Outro
3349,Cliente-264,Produto-9,2023-9-27,197.74,Produto 9,804.47,Cliente 264,57,Outro
1691,Cliente-264,Produto-29,2023-7-28,245.33,Produto 29,281.4,Cliente 264,57,Outro
4237,Cliente-264,Produto-41,2023-5-3,17.25,Produto 41,56.4,Cliente 264,57,Outro
4640,Cliente-264,Produto-83,2023-6-27,390.76,Produto 83,818.12,Cliente 264,57,Outro
2250,Cliente-264,Produto-58,2023-11-8,142.56,Produto 58,723.35,Cliente 264,57,Outro
447,Cliente-264,Produto-26,2023-6-1,239.88,Produto 26,83.29,Cliente 264,57,Outro
1275,Cliente-264,Produto-89,2023-11-10,251.65,Produto 89,454.58,Cliente 264,57,Outro
4525,Cliente-227,Produto-92,2023-6-24,305.06,Produto 92,793.28,Cliente 227,63,Masculino
4393,Cliente-227,Produto-98,2023-6-14,56.18,Produto 98,494.97,Cliente 227,63,Masculino
990,Cliente-227,Produto-69,2023-3-26,487.94,Produto 69,892.06,Cliente 227,63,Masculino
1189,Cliente-227,Produto-27,2023-7-20,415.13,Produto 27,954.41,Cliente 227,63,Masculino
97,Cliente-227,Produto-83,2023-7-26,168.28,Produto 83,818.12,Cliente 227,63,Masculino
1224,Cliente-227,Produto-8,2023-5-9,130.66,Produto 8,593.97,Cliente 227,63,Masculino
2894,Cliente-227,Produto-95,2023-5-19,430.58,Produto 95,273.1,Cliente 227,63,Masculino
1168,Cliente-227,Produto-80,2023-5-7,492.57,Produto 80,181.99,Cliente 227,63,Masculino
4610,Cliente-227,Produto-45,2023-1-26,25.65,Produto 45,709.22,Cliente 227,63,Masculino
3732,Cliente-227,Produto-34,2023-3-13,433.78,Produto 34,92.09,Cliente 227,63,Masculino
3306,Cliente-227,Produto-54,2023-9-20,255.41,Produto 54,234.94,Cliente 227,63,Masculino
4648,Cliente-287,Produto-92,2023-1-16,477.46,Produto 92,793.28,Cliente 287,60,Outro
2351,Cliente-287,Produto-76,2023-12-25,323.14,Produto 76,870.15,Cliente 287,60,Outro
2209,Cliente-287,Produto-15,2023-1-8,339.94,Produto 15,677.75,Cliente 287,60,Outro
4822,Cliente-287,Produto-59,2023-4-18,484.11,Produto 59,357.65,Cliente 287,60,Outro
562,Cliente-287,Produto-86,2023-10-13,274.02,Produto 86,555.07,Cliente 287,60,Outro
591,Cliente-287,Produto-61,2023-5-9,189.48,Produto 61,176.03,Cliente 287,60,Outro
4195,Cliente-287,Produto-40,2023-4-11,225.11,Produto 40,615.21,Cliente 287,60,Outro
1349,Cliente-287,Produto-97,2023-6-14,228.63,Produto 97,677.4,Cliente 287,60,Outro
420,Cliente-287,Produto-81,2023-1-20,461.19,Produto 81,152.57,Cliente 287,60,Outro
3781,Cliente-287,Produto-93,2023-11-13,475.32,Produto 93,346.47,Cliente 287,60,Outro
4995,Cliente-287,Produto-8,2023-4-2,348.66,Produto 8,593.97,Cliente 287,60,Outro
1993,Cliente-287,Produto-91,2023-4-10,438.0,Produto 91,332.76,Cliente 287,60,Outro
528,Cliente-287,Produto-62,2023-6-27,111.36,Produto 62,64.24,Cliente 287,60,Outro
4322,Cliente-287,Produto-36,2023-2-14,266.39,Produto 36,107.16,Cliente 287,60,Outro
1766,Cliente-287,Produto-66,2023-7-17,382.84,Produto 66,884.88,Cliente 287,60,Outro
4850,Cliente-428,Produto-92,2023-10-2,455.98,Produto 92,793.28,Cliente 428,22,Masculino
3401,Cliente-428,Produto-15,2023-8-5,313.59,Produto 15,677.75,Cliente 428,22,Masculino
3454,Cliente-428,Produto-37,2023-1-1,104.38,Produto 37,76.98,Cliente 428,22,Masculino
1080,Cliente-428,Produto-9,2023-8-16,217.43,Produto 9,804.47,Cliente 428,22,Masculino
4314,Cliente-428,Produto-33,2023-11-6,68.38,Produto 33,328.13,Cliente 428,22,Masculino
3925,Cliente-428,Produto-29,2023-2-21,101.57,Produto 29,281.4,Cliente 428,22,Masculino
4320,Cliente-428,Produto-77,2023-3-3,424.85,Produto 77,508.99,Cliente 428,22,Masculino
780,Cliente-428,Produto-99,2023-10-10,169.95,Produto 99,894.01,Cliente 428,22,Masculino
3010,Cliente-428,Produto-8,2023-3-25,395.45,Produto 8,593.97,Cliente 428,22,Masculino
3551,Cliente-428,Produto-12,2023-6-13,320.1,Produto 12,340.92,Cliente 428,22,Masculino
4636,Cliente-428,Produto-71,2023-11-1,34.28,Produto 71,815.52,Cliente 428,22,Masculino
1126,Cliente-428,Produto-87,2023-7-21,371.19,Produto 87,174.21,Cliente 428,22,Masculino
4131,Cliente-428,Produto-7,2023-4-24,431.36,Produto 7,713.31,Cliente 428,22,Masculino
4985,Cliente-48,Produto-92,2023-2-25,387.84,Produto 92,793.28,Cliente 48,44,Masculino
4469,Cliente-48,Produto-98,2023-9-7,55.14,Produto 98,494.97,Cliente 48,44,Masculino
981,Cliente-48,Produto-35,2023-12-5,465.54,Produto 35,660.36,Cliente 48,44,Masculino
746,Cliente-48,Produto-78,2023-9-5,392.15,Produto 78,907.72,Cliente 48,44,Masculino
1395,Cliente-48,Produto-16,2023-1-18,41.04,Produto 16,181.65,Cliente 48,44,Masculino
2838,Cliente-48,Produto-44,2023-11-26,54.2,Produto 44,973.58,Cliente 48,44,Masculino
339,Cliente-48,Produto-10,2023-4-21,482.43,Produto 10,884.52,Cliente 48,44,Masculino
1604,Cliente-48,Produto-14,2023-1-25,347.3,Produto 14,415.65,Cliente 48,44,Masculino
2615,Cliente-48,Produto-69,2023-7-22,152.03,Produto 69,892.06,Cliente 48,44,Masculino
2350,Cliente-48,Produto-52,2023-7-22,159.09,Produto 52,48.63,Cliente 48,44,Masculino
4788,Cliente-48,Produto-67,2023-5-12,67.5,Produto 67,441.16,Cliente 48,44,Masculino
4484,Cliente-48,Produto-39,2023-10-28,474.01,Produto 39,201.72,Cliente 48,44,Masculino
1299,Cliente-48,Produto-1,2023-1-26,109.82,Produto 1,548.02,Cliente 48,44,Masculino
3,Cliente-300,Produto-68,2023-10-21,94.24,Produto 68,925.57,Cliente 300,19,Masculino
3758,Cliente-300,Produto-90,2023-7-19,82.92,Produto 90,46.99,Cliente 300,19,Masculino
1663,Cliente-300,Produto-15,2023-9-28,143.09,Produto 15,677.75,Cliente 300,19,Masculino
3631,Cliente-300,Produto-59,2023-6-13,198.58,Produto 59,357.65,Cliente 300,19,Masculino
605,Cliente-300,Produto-13,2023-8-9,247.62,Produto 13,495.82,Cliente 300,19,Masculino
3993,Cliente-300,Produto-82,2023-10-22,433.52,Produto 82,53.36,Cliente 300,19,Masculino
1271,Cliente-300,Produto-97,2023-5-18,240.98,Produto 97,677.4,Cliente 300,19,Masculino
2154,Cliente-300,Produto-53,2023-10-14,262.38,Produto 53,725.06,Cliente 300,19,Masculino
2171,Cliente-300,Produto-42,2023-5-25,176.05,Produto 42,931.62,Cliente 300,19,Masculino
45,Cliente-446,Produto-68,2023-5-28,379.04,Produto 68,925.57,Cliente 446,27,Masculino
2243,Cliente-446,Produto-90,2023-10-7,96.25,Produto 90,46.99,Cliente 446,27,Masculino
3190,Cliente-446,Produto-20,2023-8-17,454.11,Produto 20,399.29,Cliente 446,27,Masculino
4965,Cliente-446,Produto-78,2023-8-13,213.43,Produto 78,907.72,Cliente 446,27,Masculino
724,Cliente-446,Produto-32,2023-11-18,491.8,Produto 32,170.97,Cliente 446,27,Masculino
2953,Cliente-446,Produto-9,2023-9-2,288.62,Produto 9,804.47,Cliente 446,27,Masculino
2341,Cliente-446,Produto-38,2023-2-19,409.4,Produto 38,784.24,Cliente 446,27,Masculino
3321,Cliente-446,Produto-79,2023-6-14,238.58,Produto 79,514.64,Cliente 446,27,Masculino
2057,Cliente-446,Produto-97,2023-7-12,473.03,Produto 97,677.4,Cliente 446,27,Masculino
3154,Cliente-446,Produto-49,2023-8-8,101.07,Produto 49,88.98,Cliente 446,27,Masculino
3552,Cliente-446,Produto-2,2023-7-14,478.58,Produto 2,114.86,Cliente 446,27,Masculino
4712,Cliente-446,Produto-12,2023-3-2,492.25,Produto 12,340.92,Cliente 446,27,Masculino
3032,Cliente-446,Produto-62,2023-10-14,471.55,Produto 62,64.24,Cliente 446,27,Masculino
4035,Cliente-446,Produto-73,2023-7-24,68.2,Produto 73,120.74,Cliente 446,27,Masculino
4030,Cliente-446,Produto-17,2023-10-12,270.97,Produto 17,818.0,Cliente 446,27,Masculino
233,Cliente-15,Produto-68,2023-5-14,148.77,Produto 68,925.57,Cliente 15,23,Masculino
3626,Cliente-15,Produto-98,2023-12-9,480.1,Produto 98,494.97,Cliente 15,23,Masculino
1276,Cliente-15,Produto-10,2023-9-27,267.77,Produto 10,884.52,Cliente 15,23,Masculino
2829,Cliente-15,Produto-10,2023-7-2,251.6,Produto 10,884.52,Cliente 15,23,Masculino
1702,Cliente-15,Produto-47,2023-9-17,51.93,Produto 47,89.63,Cliente 15,23,Masculino
4928,Cliente-15,Produto-79,2023-4-9,321.73,Produto 79,514.64,Cliente 15,23,Masculino
1370,Cliente-15,Produto-5,2023-2-10,245.71,Produto 5,530.08,Cliente 15,23,Masculino
786,Cliente-15,Produto-62,2023-5-6,273.05,Produto 62,64.24,Cliente 15,23,Masculino
2889,Cliente-15,Produto-25,2023-7-7,147.7,Produto 25,953.69,Cliente 15,23,Masculino
380,Cliente-70,Produto-68,2023-5-13,163.89,Produto 68,925.57,Cliente 70,58,Feminino
4240,Cliente-70,Produto-44,2023-7-14,270.81,Produto 44,973.58,Cliente 70,58,Feminino
754,Cliente-70,Produto-29,2023-6-13,49.42,Produto 29,281.4,Cliente 70,58,Feminino
1709,Cliente-70,Produto-40,2023-5-28,205.71,Produto 40,615.21,Cliente 70,58,Feminino
2428,Cliente-70,Produto-40,2023-5-13,69.83,Produto 40,615.21,Cliente 70,58,Feminino
3132,Cliente-70,Produto-99,2023-6-18,126.3,Produto 99,894.01,Cliente 70,58,Feminino
209,Cliente-70,Produto-24,2023-10-7,161.06,Produto 24,333.27,Cliente 70,58,Feminino
1217,Cliente-70,Produto-3,2023-2-24,390.62,Produto 3,653.12,Cliente 70,58,Feminino
4367,Cliente-70,Produto-3,2023-4-22,390.02,Produto 3,653.12,Cliente 70,58,Feminino
1070,Cliente-70,Produto-62,2023-12-19,241.4,Produto 62,64.24,Cliente 70,58,Feminino
4405,Cliente-70,Produto-66,2023-1-16,290.68,Produto 66,884.88,Cliente 70,58,Feminino
4782,Cliente-70,Produto-17,2023-3-25,482.04,Produto 17,818.0,Cliente 70,58,Feminino
538,Cliente-136,Produto-68,2023-4-3,261.03,Produto 68,925.57,Cliente 136,43,Masculino
3181,Cliente-136,Produto-13,2023-11-28,66.51,Produto 13,495.82,Cliente 136,43,Masculino
208,Cliente-136,Produto-44,2023-9-28,343.71,Produto 44,973.58,Cliente 136,43,Masculino
46,Cliente-136,Produto-77,2023-7-12,102.25,Produto 77,508.99,Cliente 136,43,Masculino
3065,Cliente-136,Produto-77,2023-7-6,198.74,Produto 77,508.99,Cliente 136,43,Masculino
3038,Cliente-136,Produto-47,2023-7-13,124.56,Produto 47,89.63,Cliente 136,43,Masculino
293,Cliente-136,Produto-97,2023-8-25,101.89,Produto 97,677.4,Cliente 136,43,Masculino
1347,Cliente-136,Produto-21,2023-2-18,471.44,Produto 21,751.82,Cliente 136,43,Masculino
4523,Cliente-136,Produto-49,2023-3-21,293.79,Produto 49,88.98,Cliente 136,43,Masculino
499,Cliente-136,Produto-55,2023-9-2,411.16,Produto 55,778.17,Cliente 136,43,Masculino
2902,Cliente-136,Produto-53,2023-10-4,354.1,Produto 53,725.06,Cliente 136,43,Masculino
2893,Cliente-136,Produto-5,2023-2-22,164.51,Produto 5,530.08,Cliente 136,43,Masculino
1104,Cliente-136,Produto-62,2023-9-24,72.38,Produto 62,64.24,Cliente 136,43,Masculino
2803,Cliente-136,Produto-62,2023-8-25,367.63,Produto 62,64.24,Cliente 136,43,Masculino
4661,Cliente-136,Produto-71,2023-5-2,116.39,Produto 71,815.52,Cliente 136,43,Masculino
4339,Cliente-136,Produto-87,2023-10-17,261.3,Produto 87,174.21,Cliente 136,43,Masculino
654,Cliente-466,Produto-68,2023-9-20,27.12,Produto 68,925.57,Cliente 466,30,Feminino
813,Cliente-466,Produto-96,2023-9-2,154.32,Produto 96,472.18,Cliente 466,30,Feminino
970,Cliente-466,Produto-59,2023-5-19,38.24,Produto 59,357.65,Cliente 466,30,Feminino
2766,Cliente-466,Produto-10,2023-7-13,412.2,Produto 10,884.52,Cliente 466,30,Feminino
3444,Cliente-466,Produto-9,2023-4-2,41.76,Produto 9,804.47,Cliente 466,30,Feminino
4500,Cliente-466,Produto-84,2023-10-16,127.86,Produto 84,401.08,Cliente 466,30,Feminino
2699,Cliente-466,Produto-28,2023-2-6,329.61,Produto 28,273.0,Cliente 466,30,Feminino
3164,Cliente-466,Produto-62,2023-1-27,298.55,Produto 62,64.24,Cliente 466,30,Feminino
1441,Cliente-466,Produto-42,2023-12-7,330.25,Produto 42,931.62,Cliente 466,30,Feminino
703,Cliente-432,Produto-68,2023-6-21,234.73,Produto 68,925.57,Cliente 432,20,Outro
1564,Cliente-432,Produto-29,2023-5-8,117.88,Produto 29,281.4,Cliente 432,20,Outro
266,Cliente-432,Produto-1,2023-10-23,465.68,Produto 1,548.02,Cliente 432,20,Outro
2743,Cliente-432,Produto-36,2023-9-15,57.16,Produto 36,107.16,Cliente 432,20,Outro
719,Cliente-231,Produto-68,2023-2-12,103.1,Produto 68,925.57,Cliente 231,31,Outro
3285,Cliente-231,Produto-15,2023-12-3,335.19,Produto 15,677.75,Cliente 231,31,Outro
2702,Cliente-231,Produto-94,2023-2-5,66.32,Produto 94,868.67,Cliente 231,31,Outro
2888,Cliente-231,Produto-94,2023-10-14,355.48,Produto 94,868.67,Cliente 231,31,Outro
1926,Cliente-231,Produto-50,2023-6-2,119.21,Produto 50,640.11,Cliente 231,31,Outro
3475,Cliente-231,Produto-84,2023-1-2,468.06,Produto 84,401.08,Cliente 231,31,Outro
3501,Cliente-231,Produto-99,2023-12-24,405.51,Produto 99,894.01,Cliente 231,31,Outro
4510,Cliente-231,Produto-47,2023-9-16,408.98,Produto 47,89.63,Cliente 231,31,Outro
162,Cliente-231,Produto-49,2023-12-12,438.93,Produto 49,88.98,Cliente 231,31,Outro
2685,Cliente-231,Produto-65,2023-4-18,51.76,Produto 65,989.26,Cliente 231,31,Outro
4918,Cliente-231,Produto-8,2023-1-25,367.22,Produto 8,593.97,Cliente 231,31,Outro
3081,Cliente-231,Produto-1,2023-12-3,51.08,Produto 1,548.02,Cliente 231,31,Outro
3705,Cliente-231,Produto-7,2023-10-17,151.8,Produto 7,713.31,Cliente 231,31,Outro
721,Cliente-385,Produto-68,2023-6-25,70.37,Produto 68,925.57,Cliente 385,46,Outro
1957,Cliente-385,Produto-35,2023-3-25,471.13,Produto 35,660.36,Cliente 385,46,Outro
1863,Cliente-385,Produto-94,2023-4-6,258.33,Produto 94,868.67,Cliente 385,46,Outro
2256,Cliente-385,Produto-32,2023-11-22,342.7,Produto 32,170.97,Cliente 385,46,Outro
2445,Cliente-385,Produto-64,2023-8-14,304.97,Produto 64,748.57,Cliente 385,46,Outro
4969,Cliente-385,Produto-69,2023-10-28,428.45,Produto 69,892.06,Cliente 385,46,Outro
1490,Cliente-385,Produto-33,2023-11-9,379.75,Produto 33,328.13,Cliente 385,46,Outro
4738,Cliente-385,Produto-49,2023-6-15,68.85,Produto 49,88.98,Cliente 385,46,Outro
3666,Cliente-385,Produto-7,2023-6-18,427.16,Produto 7,713.31,Cliente 385,46,Outro
2608,Cliente-385,Produto-25,2023-1-21,402.05,Produto 25,953.69,Cliente 385,46,Outro
789,Cliente-8,Produto-68,2023-12-8,38.32,Produto 68,925.57,Cliente 8,53,Feminino
997,Cliente-8,Produto-18,2023-6-2,403.45,Produto 18,827.96,Cliente 8,53,Feminino
834,Cliente-8,Produto-13,2023-3-15,268.3,Produto 13,495.82,Cliente 8,53,Feminino
4587,Cliente-8,Produto-4,2023-1-11,422.89,Produto 4,615.59,Cliente 8,53,Feminino
3798,Cliente-8,Produto-84,2023-8-14,445.25,Produto 84,401.08,Cliente 8,53,Feminino
1651,Cliente-8,Produto-83,2023-3-18,369.84,Produto 83,818.12,Cliente 8,53,Feminino
2618,Cliente-8,Produto-60,2023-7-27,148.58,Produto 60,376.12,Cliente 8,53,Feminino
1250,Cliente-8,Produto-81,2023-11-12,318.68,Produto 81,152.57,Cliente 8,53,Feminino
4703,Cliente-8,Produto-93,2023-8-17,431.11,Produto 93,346.47,Cliente 8,53,Feminino
1853,Cliente-8,Produto-3,2023-9-11,186.94,Produto 3,653.12,Cliente 8,53,Feminino
806,Cliente-150,Produto-68,2023-7-6,280.0,Produto 68,925.57,Cliente 150,52,Outro
4228,Cliente-150,Produto-13,2023-11-3,107.05,Produto 13,495.82,Cliente 150,52,Outro
774,Cliente-150,Produto-30,2023-4-10,137.61,Produto 30,619.37,Cliente 150,52,Outro
3541,Cliente-150,Produto-89,2023-4-12,469.45,Produto 89,454.58,Cliente 150,52,Outro
4112,Cliente-150,Produto-34,2023-11-23,235.53,Produto 34,92.09,Cliente 150,52,Outro
1035,Cliente-279,Produto-68,2023-6-27,228.97,Produto 68,925.57,Cliente 279,53,Outro
3455,Cliente-279,Produto-35,2023-10-4,52.11,Produto 35,660.36,Cliente 279,53,Outro
1727,Cliente-279,Produto-94,2023-12-14,181.78,Produto 94,868.67,Cliente 279,53,Outro
763,Cliente-279,Produto-32,2023-1-21,351.08,Produto 32,170.97,Cliente 279,53,Outro
1797,Cliente-279,Produto-6,2023-10-26,389.8,Produto 6,264.28,Cliente 279,53,Outro
3757,Cliente-279,Produto-99,2023-8-26,329.88,Produto 99,894.01,Cliente 279,53,Outro
2557,Cliente-279,Produto-83,2023-5-8,485.59,Produto 83,818.12,Cliente 279,53,Outro
613,Cliente-279,Produto-60,2023-1-19,90.64,Produto 60,376.12,Cliente 279,53,Outro
1317,Cliente-279,Produto-53,2023-6-25,224.22,Produto 53,725.06,Cliente 279,53,Outro
803,Cliente-279,Produto-39,2023-12-11,86.95,Produto 39,201.72,Cliente 279,53,Outro
1828,Cliente-279,Produto-39,2023-3-13,469.41,Produto 39,201.72,Cliente 279,53,Outro
1051,Cliente-389,Produto-68,2023-2-27,277.1,Produto 68,925.57,Cliente 389,48,Masculino
1725,Cliente-389,Produto-96,2023-9-10,286.56,Produto 96,472.18,Cliente 389,48,Masculino
1037,Cliente-389,Produto-16,2023-12-13,113.0,Produto 16,181.65,Cliente 389,48,Masculino
2141,Cliente-389,Produto-47,2023-2-18,227.99,Produto 47,89.63,Cliente 389,48,Masculino
391,Cliente-389,Produto-63,2023-10-6,380.42,Produto 63,185.04,Cliente 389,48,Masculino
1856,Cliente-389,Produto-31,2023-7-24,495.18,Produto 31,100.02,Cliente 389,48,Masculino
3843,Cliente-389,Produto-5,2023-2-11,237.74,Produto 5,530.08,Cliente 389,48,Masculino
907,Cliente-389,Produto-71,2023-1-4,176.43,Produto 71,815.52,Cliente 389,48,Masculino
3736,Cliente-389,Produto-71,2023-6-26,19.5,Produto 71,815.52,Cliente 389,48,Masculino
681,Cliente-389,Produto-73,2023-2-22,379.35,Produto 73,120.74,Cliente 389,48,Masculino
2539,Cliente-389,Produto-85,2023-12-6,86.03,Produto 85,406.92,Cliente 389,48,Masculino
1155,Cliente-119,Produto-68,2023-9-2,303.83,Produto 68,925.57,Cliente 119,21,Outro
4662,Cliente-119,Produto-14,2023-12-15,176.95,Produto 14,415.65,Cliente 119,21,Outro
4185,Cliente-119,Produto-61,2023-2-21,369.94,Produto 61,176.03,Cliente 119,21,Outro
2273,Cliente-119,Produto-77,2023-4-19,434.38,Produto 77,508.99,Cliente 119,21,Outro
2072,Cliente-119,Produto-56,2023-4-21,272.97,Produto 56,652.98,Cliente 119,21,Outro
963,Cliente-119,Produto-21,2023-1-24,60.68,Produto 21,751.82,Cliente 119,21,Outro
3017,Cliente-119,Produto-17,2023-3-6,448.65,Produto 17,818.0,Cliente 119,21,Outro
1171,Cliente-373,Produto-68,2023-7-16,242.21,Produto 68,925.57,Cliente 373,63,Masculino
2127,Cliente-373,Produto-98,2023-5-11,23.05,Produto 98,494.97,Cliente 373,63,Masculino
1136,Cliente-373,Produto-82,2023-1-17,82.35,Produto 82,53.36,Cliente 373,63,Masculino
3416,Cliente-373,Produto-83,2023-8-8,166.64,Produto 83,818.12,Cliente 373,63,Masculino
4356,Cliente-373,Produto-23,2023-3-27,34.39,Produto 23,130.96,Cliente 373,63,Masculino
3699,Cliente-373,Produto-8,2023-3-21,437.97,Produto 8,593.97,Cliente 373,63,Masculino
514,Cliente-373,Produto-3,2023-1-6,118.74,Produto 3,653.12,Cliente 373,63,Masculino
404,Cliente-373,Produto-71,2023-4-16,491.56,Produto 71,815.52,Cliente 373,63,Masculino
2076,Cliente-373,Produto-66,2023-6-16,400.95,Produto 66,884.88,Cliente 373,63,Masculino
819,Cliente-373,Produto-34,2023-11-3,256.21,Produto 34,92.09,Cliente 373,63,Masculino
1272,Cliente-413,Produto-68,2023-6-23,396.75,Produto 68,925.57,Cliente 413,36,Feminino
4735,Cliente-413,Produto-51,2023-1-8,40.43,Produto 51,380.17,Cliente 413,36,Feminino
4187,Cliente-413,Produto-84,2023-4-5,210.95,Produto 84,401.08,Cliente 413,36,Feminino
3950,Cliente-413,Produto-28,2023-1-13,347.18,Produto 28,273.0,Cliente 413,36,Feminino
530,Cliente-413,Produto-52,2023-6-25,226.34,Produto 52,48.63,Cliente 413,36,Feminino
2866,Cliente-413,Produto-39,2023-10-16,200.08,Produto 39,201.72,Cliente 413,36,Feminino
1343,Cliente-423,Produto-68,2023-12-5,320.28,Produto 68,925.57,Cliente 423,56,Masculino
2286,Cliente-423,Produto-68,2023-1-26,149.65,Produto 68,925.57,Cliente 423,56,Masculino
1886,Cliente-423,Produto-14,2023-12-14,427.63,Produto 14,415.65,Cliente 423,56,Masculino
1196,Cliente-423,Produto-75,2023-6-22,373.97,Produto 75,48.23,Cliente 423,56,Masculino
4454,Cliente-423,Produto-99,2023-1-22,77.11,Produto 99,894.01,Cliente 423,56,Masculino
3536,Cliente-423,Produto-97,2023-12-21,494.0,Produto 97,677.4,Cliente 423,56,Masculino
2636,Cliente-423,Produto-81,2023-6-4,449.82,Produto 81,152.57,Cliente 423,56,Masculino
4421,Cliente-423,Produto-11,2023-7-18,49.95,Produto 11,972.32,Cliente 423,56,Masculino
3789,Cliente-423,Produto-66,2023-7-22,387.44,Produto 66,884.88,Cliente 423,56,Masculino
1355,Cliente-109,Produto-68,2023-6-22,256.2,Produto 68,925.57,Cliente 109,30,Masculino
455,Cliente-109,Produto-59,2023-3-15,471.79,Produto 59,357.65,Cliente 109,30,Masculino
3288,Cliente-109,Produto-37,2023-4-23,314.81,Produto 37,76.98,Cliente 109,30,Masculino
2004,Cliente-109,Produto-6,2023-4-18,294.65,Produto 6,264.28,Cliente 109,30,Masculino
727,Cliente-109,Produto-33,2023-3-26,216.76,Produto 33,328.13,Cliente 109,30,Masculino
2951,Cliente-109,Produto-99,2023-10-23,356.41,Produto 99,894.01,Cliente 109,30,Masculino
1147,Cliente-109,Produto-27,2023-12-5,431.59,Produto 27,954.41,Cliente 109,30,Masculino
4385,Cliente-109,Produto-63,2023-2-17,79.15,Produto 63,185.04,Cliente 109,30,Masculino
1491,Cliente-109,Produto-53,2023-6-20,113.12,Produto 53,725.06,Cliente 109,30,Masculino
3207,Cliente-109,Produto-62,2023-12-17,379.58,Produto 62,64.24,Cliente 109,30,Masculino
1898,Cliente-109,Produto-71,2023-2-26,119.81,Produto 71,815.52,Cliente 109,30,Masculino
2860,Cliente-109,Produto-95,2023-1-6,411.77,Produto 95,273.1,Cliente 109,30,Masculino
1908,Cliente-109,Produto-57,2023-4-6,145.91,Produto 57,463.26,Cliente 109,30,Masculino
1377,Cliente-245,Produto-68,2023-1-21,485.12,Produto 68,925.57,Cliente 245,36,Outro
3791,Cliente-245,Produto-90,2023-1-23,374.18,Produto 90,46.99,Cliente 245,36,Outro
4983,Cliente-245,Produto-84,2023-8-18,305.64,Produto 84,401.08,Cliente 245,36,Outro
2222,Cliente-245,Produto-77,2023-1-5,264.13,Produto 77,508.99,Cliente 245,36,Outro
2151,Cliente-245,Produto-93,2023-9-26,27.42,Produto 93,346.47,Cliente 245,36,Outro
4926,Cliente-245,Produto-85,2023-7-11,127.91,Produto 85,406.92,Cliente 245,36,Outro
551,Cliente-245,Produto-1,2023-10-18,202.03,Produto 1,548.02,Cliente 245,36,Outro
3870,Cliente-245,Produto-7,2023-3-2,99.58,Produto 7,713.31,Cliente 245,36,Outro
1464,Cliente-372,Produto-68,2023-5-24,315.51,Produto 68,925.57,Cliente 372,34,Masculino
3378,Cliente-372,Produto-16,2023-9-18,352.97,Produto 16,181.65,Cliente 372,34,Masculino
4244,Cliente-372,Produto-10,2023-4-3,166.88,Produto 10,884.52,Cliente 372,34,Masculino
2985,Cliente-372,Produto-84,2023-12-12,255.94,Produto 84,401.08,Cliente 372,34,Masculino
2887,Cliente-372,Produto-99,2023-1-1,73.73,Produto 99,894.01,Cliente 372,34,Masculino
378,Cliente-372,Produto-41,2023-10-4,295.38,Produto 41,56.4,Cliente 372,34,Masculino
4100,Cliente-372,Produto-23,2023-11-2,266.91,Produto 23,130.96,Cliente 372,34,Masculino
4763,Cliente-372,Produto-1,2023-8-7,149.67,Produto 1,548.02,Cliente 372,34,Masculino
4107,Cliente-372,Produto-54,2023-9-15,178.26,Produto 54,234.94,Cliente 372,34,Masculino
1507,Cliente-493,Produto-68,2023-7-3,417.6,Produto 68,925.57,Cliente 493,48,Masculino
3977,Cliente-493,Produto-86,2023-9-18,259.75,Produto 86,555.07,Cliente 493,48,Masculino
843,Cliente-493,Produto-50,2023-2-22,128.44,Produto 50,640.11,Cliente 493,48,Masculino
828,Cliente-493,Produto-6,2023-5-21,454.6,Produto 6,264.28,Cliente 493,48,Masculino
3104,Cliente-493,Produto-70,2023-6-15,463.3,Produto 70,686.94,Cliente 493,48,Masculino
